ID,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,cible_churn
1,-6.834958469685167,-2.886444020084737,-3.8471670122008823,-4.044707194416736,-2.9024268284550483,3.5605469903391813,4.362157219475864,3.9918794155684902,0.8050840611864053,0
2,0.03205712825919546,3.149970767677378,-0.685292102699468,-0.004266953072617111,1.4190362930627776,0.04090237739936876,0.21340503452006282,0.9357502517354711,0.2855590333705146,0
3,0.9443867392836538,1.6898760381738838,0.1534336250089465,0.6283919168816636,0.5251457130914591,0.976624602283236,-0.7563366654778145,1.4334743896658173,0.5649584911975535,0
4,-2.270939018653066,3.113176288131577,-1.440493992350012,0.5749486212901197,-0.1288373213268695,0.13449539907291458,0.66928920335317,0.6643108124273367,-0.34648808075858495,0
5,0.7311906915782389,1.8962129970046575,-0.6492045162063755,-0.3002875223107797,0.5644926458478455,1.0687009568021684,-1.160015426718033,0.9999840418099374,-0.4656526948105423,0
6,0.052529253119543706,2.80210622217354,0.20871824919060294,0.9784190985735748,1.0572695340751501,0.2511095716960668,0.8007895304142532,0.8788733967604301,-0.5381292489676098,0
7,-0.9622859230052683,1.896800957017707,0.6321460077107777,0.7509541241708481,-0.6040354744663985,-0.19699059822041393,-1.2118916234943007,0.9208551159051027,-0.1511899536040579,0
8,-1.9986620397783266,2.791603034695229,-1.325397706335484,0.5019213199303179,-0.04485452929199144,0.17799908791872768,0.6540420285533918,0.6461009302218391,-0.1436229961722059,1
9,1.9217562136450497,0.7622684959142444,0.3850517861519735,1.975086005414266,-0.5631465453499066,2.6921285549893192,-0.5415433597532563,0.6693784708275644,-0.383817510241432,0
10,-1.7629528879665097,0.7947484742738775,0.21213911871358798,0.5083939087336208,-0.826903790136681,0.21515801246380933,-0.32468461036829366,1.1661269538097967,0.009777444234613075,1
11,0.9677025982123006,1.060744009994184,0.24409166755909617,0.43340977892477034,0.18400014452710467,1.2121545211380411,-0.4708704520786069,0.5396002308312965,-0.26369018724828336,0
12,1.8036132468237438,0.9358462617658776,-1.2812460015870275,-0.7127283053229844,-0.3691755505802034,-2.0426513726711044,0.21651993592298335,1.4639287028843788,-0.01346139121276177,0
13,-1.350848485751441,0.8369890170659889,0.26544511639138735,0.3296931100749669,-0.7034570542318984,0.19197819197933716,-0.15776319405957268,1.1264280674484273,1.1033252475069129,1
14,-1.0106521146591856,1.3437228730137585,0.6233874594261326,0.7066786684205715,-0.5270536640246691,-0.3081103593307688,-0.7896421813328507,0.22039164401705802,-0.12579597127859052,0
15,-1.1796508130455172,1.385509611613207,-0.22100996854421268,-0.18046882862378466,-0.18401936338789565,-0.46182745611754533,-1.3228757935256368,0.0505186261568394,-0.27326588697813753,0
16,1.5013402210627502,0.8040751222229457,0.06003711369850005,0.022858681522250582,-0.26891261292828617,-1.2299293230686734,0.3450787980230057,1.3886681736210251,0.31091238566525925,0
17,0.4821650712283739,1.0984111265939758,1.8648771545760447,1.0091190010670523,0.31178955139114795,0.4273997322115907,0.5921587757362369,0.8789849770330416,-0.43636566305070135,0
18,1.544233763905164,0.8016888040183935,-0.16443560891074818,0.37042422734487435,-0.12797899374531058,0.327500231060566,-0.07972335887444418,0.723550058499323,0.4917674337462644,0
19,0.504483613762559,0.886232623424689,1.9279158820555795,0.923584721031252,0.28416252010328485,0.41267544150894003,0.5332503293774404,0.8191783681418218,-0.4182611482726293,0
20,-1.1726396408790258,2.115016193312989,-0.3152621545165277,0.02351166164759394,-0.17020307316106542,-0.35195603671031606,-1.6974259008916055,0.8405661170382694,-0.3281944849632047,0
21,2.158715271332553,1.308947506056138,-1.9381122968651256,0.1229639642000022,-0.31887187937927536,1.5171807964408603,-1.0743759988689598,0.5548933605271864,0.3451017970412701,0
22,-1.2098503230215456,1.8210612894315283,-0.2389130130096079,-0.1458871080088054,-0.2745904290699236,-0.39188417986567176,-1.484059787284173,0.4176459190197583,-0.2966509203887122,0
23,-0.8376263050224391,1.7801094557016852,-0.27379122748662243,-0.1506911407836811,-0.0041037176136871495,-0.44885826255833744,-1.3886317734851397,0.49686908693181336,0.7695047511430745,0
24,1.4931763141907022,1.2433360674893943,-1.226563735808395,-0.321145895395386,0.13311712036945844,0.43558734707156826,-0.6863881804469177,0.7180677258161438,0.32274502508578673,0
25,0.45228203509842557,1.2932367815474717,0.7796726584893343,0.11186765717106299,0.7994488744372567,0.11239156445393472,-0.236011777223263,1.09425119041408,0.5881858037759059,0
26,-1.4151474522937488,2.4622469010504857,-0.7333220138572487,0.43570808356707674,0.11078385878903717,-0.4715013578765143,-0.30672749594900356,-0.34184583195649876,-0.3856878430494832,0
27,0.23663789739741387,1.3582909958443194,-0.15761338059934737,-0.6391373420194455,1.2449010871199038,-0.06771921626360214,-0.6540673234725818,0.868512772295474,0.4194252240149917,0
28,-0.8931541133532559,1.6408185018837305,0.8464532376301461,0.3182038598439074,-0.8811318242247684,-0.19658972091140434,-0.8712477376220399,0.2607289248721458,-0.07026106098747255,0
29,0.4759830322486826,1.3130307628891236,0.8366324817949737,-0.0012068798600134434,0.7104176551647698,0.12816538943488817,-0.1774685602560041,0.9899437853913468,0.6069427105699475,0
30,-0.978114411668809,1.3710186478157813,0.6727995498936268,0.6582979603159785,-0.5730174396321889,-0.282042013139558,-0.9734283817584677,0.4090688322802229,-0.12088048204579625,0
31,1.1094334505239773,1.7377702874288308,-1.3009379538315884,0.16859239561759104,0.32958331508883615,0.4601351805386264,0.19653848034039234,0.2531437958449192,-0.9455901717712801,0
32,1.3241248254907256,1.0898304562133256,-0.9603520716008134,-0.5285738564013263,0.22810577478842858,0.11822200242696082,-0.6539157765914239,0.7640932367982916,0.33104182363586465,0
33,2.095467642799425,0.9027678953336534,-1.797013739930586,-0.13503664538366317,-0.3469926952083991,-0.08062211033431951,-0.46736049025775545,0.8594744058405572,0.16597202721166007,0
34,1.9509699898395194,1.4436415850039008,-1.9661278427667992,0.05407892653721251,-0.24016375476643337,-0.14519458169685445,0.14520509547678434,0.5504634556542934,0.12405795348901297,0
35,1.4008295018598185,0.755646271152235,1.0246205582008738,1.500376939014061,-0.2847191877831852,1.8254277554088076,-0.17592005721920417,0.723252290060798,-0.3846027352419541,0
36,-1.034002704804825,1.1398306372263274,0.5668132273860076,0.8643955149464725,-0.37331485433348194,-0.34606225253047646,-1.0115601515655652,0.44572205289239114,-0.1496901738040542,0
37,0.6526208792428738,2.1005335201785535,-0.3350199586157753,1.1361961788887238,0.5831277762918495,1.1203727092320082,0.831481283898419,-0.11171888613224817,-0.39131025917140394,0
38,0.2499959836801688,1.2828262693848644,-0.11221147526811737,-0.73128740272495,1.1899159899307479,-0.07142198241212479,-0.574165376746255,0.7114623714364453,0.43723587996219526,0
