ID,CDSEXE,MTREV,NBENF,CDSITFAM,CDTMT,CDMOTDEM,CDCATCL,BPADH,DTDEM,age_2007,anciennete_adh_ans,MTREV_discrete,cible_churn
1,1,0,0,A,0,__MANQUANT__,98,0,31/12/1900,,8.087611225188228,0,0
2,2,0,0,M,2,__MANQUANT__,10,10807,31/12/1900,67.89322381930185,38.861054072553046,0,0
3,3,1524,0,M,2,__MANQUANT__,10,16807,31/12/1900,,36.94729637234771,0,0
4,2,0,0,A,0,DC,21,10807,31/12/1900,75.66598220396989,36.54757015742642,0,0
5,2,1722,0,G,2,__MANQUANT__,10,10807,31/12/1900,,36.544832306639286,0,0
6,3,0,0,D,2,__MANQUANT__,10,13907,31/12/1900,69.97125256673512,35.624914442162904,0,0
7,3,0,0,A,0,__MANQUANT__,10,11307,31/12/1900,,35.370294318959616,0,0
8,2,0,0,B,0,DV,21,10807,14/02/2001,73.57426420260096,34.45311430527036,0,1
9,4,4300,0,C,2,__MANQUANT__,10,16807,31/12/1900,,29.7056810403833,1,0
10,3,0,0,A,0,DV,21,16807,25/05/1998,,26.902121834360027,0,1
11,3,1903,0,G,2,__MANQUANT__,10,10807,31/12/1900,,26.80082135523614,1,0
12,2,0,3,M,2,__MANQUANT__,10,10807,31/12/1900,,26.236824093086927,0,0
13,3,0,0,M,0,DV,21,11307,21/12/2005,,26.04517453798768,0,1
14,3,0,0,A,0,__MANQUANT__,10,11307,31/12/1900,52.0,25.927446954141,0,0
15,2,0,0,A,0,__MANQUANT__,10,11307,31/12/1900,,25.88911704312115,0,0
16,3,0,2,M,2,__MANQUANT__,10,10807,31/12/1900,49.15537303216975,25.270362765229294,0,0
17,4,0,0,C,2,__MANQUANT__,10,10807,31/12/1900,54.48049281314169,25.152635181382614,0,0
18,3,1738,1,M,2,__MANQUANT__,10,10807,31/12/1900,,24.31211498973306,1,0
19,4,0,0,C,2,__MANQUANT__,10,10807,31/12/1900,52.73100616016427,23.433264887063654,0,0
20,2,0,0,A,0,__MANQUANT__,10,13507,31/12/1900,,37.10335386721424,0,0
21,2,4153,1,M,2,__MANQUANT__,10,10107,31/12/1900,,31.575633127994525,1,0
22,2,0,0,A,0,DC,10,10107,31/12/1900,,31.085557837097877,0,0
23,2,0,0,M,0,DC,10,10107,31/12/1900,,30.798083504449007,0,0
24,2,2145,1,M,2,__MANQUANT__,10,10307,31/12/1900,,28.78302532511978,1,0
25,3,0,0,M,2,__MANQUANT__,10,13507,31/12/1900,,28.722792607802873,0,0
26,2,0,0,A,0,__MANQUANT__,10,10307,31/12/1900,66.80903490759754,28.28473648186174,0,0
27,2,0,0,M,2,__MANQUANT__,10,15807,31/12/1900,,28.281998631074607,0,0
28,3,0,0,A,0,__MANQUANT__,10,0,31/12/1900,,28.04928131416838,0,0
29,3,0,0,M,2,__MANQUANT__,10,10107,31/12/1900,,27.915126625598905,0,0
30,3,0,0,A,0,__MANQUANT__,10,11307,31/12/1900,,27.797399041752225,0,0
31,2,1935,1,C,2,__MANQUANT__,10,11307,31/12/1900,62.8911704312115,27.586584531143053,1,0
32,2,1560,1,M,2,__MANQUANT__,10,10107,31/12/1900,48.41341546885695,27.21423682409309,0,0
33,2,2506,2,M,2,__MANQUANT__,10,13507,31/12/1900,,27.132101300479125,1,0
34,2,2379,2,M,2,__MANQUANT__,10,10107,31/12/1900,58.72142368240931,27.096509240246405,1,0
35,4,2653,0,C,2,__MANQUANT__,10,13507,31/12/1900,,26.981519507186857,1,0
36,3,0,0,A,0,__MANQUANT__,10,18507,31/12/1900,,26.781656399726216,0,0
37,3,1829,0,B,2,__MANQUANT__,10,10507,31/12/1900,69.88364134154689,26.480492813141684,1,0
38,2,0,0,M,2,__MANQUANT__,10,13507,31/12/1900,,26.455852156057496,0,0
39,3,0,0,D,2,__MANQUANT__,10,13507,31/12/1900,66.25051334702259,26.269678302532512,0,0
40,3,1911,2,M,2,__MANQUANT__,10,13507,31/12/1900,,25.796030116358658,1,0
41,3,0,0,A,0,__MANQUANT__,10,0,31/12/1900,84.0,25.125256673511295,0,0
42,3,0,0,A,0,__MANQUANT__,10,13507,31/12/1900,,24.50650239561944,0,0
43,2,2280,0,M,2,__MANQUANT__,10,13507,31/12/1900,61.987679671457904,24.027378507871322,1,0
44,3,2462,2,E,2,__MANQUANT__,10,10107,31/12/1900,,23.89596167008898,1,0
45,2,0,0,M,2,__MANQUANT__,10,17907,31/12/1900,,41.00479123887748,0,0
46,2,0,0,V,2,__MANQUANT__,10,12607,31/12/1900,79.56741957563312,40.878850102669404,0,0
47,2,0,0,M,2,__MANQUANT__,10,11907,31/12/1900,,38.09993155373032,0,0
48,3,1691,0,A,0,__MANQUANT__,10,11307,31/12/1900,69.56878850102669,36.55578370978782,0,0
49,3,1715,0,M,2,__MANQUANT__,10,11907,31/12/1900,69.91101984941821,33.12799452429842,0,0
50,2,1870,1,M,2,__MANQUANT__,10,11907,31/12/1900,57.15537303216975,31.603011635865844,1,0
51,3,0,0,M,2,__MANQUANT__,10,11907,31/12/1900,57.15537303216975,30.203969883641342,0,0
52,2,1946,0,M,0,__MANQUANT__,10,11907,31/12/1900,56.64613278576318,30.00684462696783,1,0
53,3,0,0,M,0,__MANQUANT__,10,11907,31/12/1900,,27.290896646132786,0,0
54,2,0,0,M,2,__MANQUANT__,10,11907,31/12/1900,59.80835044490075,26.094455852156056,0,0
55,2,0,0,M,0,DV,21,11907,22/11/2006,65.98494182067077,26.04243668720055,0,1
56,2,2300,0,C,2,__MANQUANT__,10,11907,31/12/1900,,25.196440793976727,1,0
57,2,0,0,A,0,__MANQUANT__,10,11907,31/12/1900,,24.22450376454483,0,0
58,2,0,0,A,2,DC,10,11907,27/01/1993,,24.10130047912389,0,1
59,2,0,0,A,0,DC,10,11307,31/12/1900,,39.64681724845996,0,0
60,2,0,0,M,2,__MANQUANT__,10,12807,31/12/1900,,34.87748117727584,0,0
61,2,0,0,M,2,__MANQUANT__,10,12807,31/12/1900,,34.836413415468854,0,0
62,3,2100,0,M,2,__MANQUANT__,10,12807,31/12/1900,,34.47775496235455,1,0
63,3,1830,0,V,0,__MANQUANT__,10,12807,31/12/1900,,32.57494866529774,1,0
64,2,0,0,A,0,__MANQUANT__,10,11307,31/12/1900,75.58110882956879,32.05749486652977,0,0
65,2,0,0,A,2,DC,21,12807,31/12/1900,93.55783709787816,30.94318959616701,0,0
66,3,0,0,A,0,DV,21,11307,25/01/2001,71.41683778234086,30.02053388090349,0,1
67,3,0,0,M,2,__MANQUANT__,10,12807,31/12/1900,76.1615331964408,29.31416837782341,0,0
68,3,1766,0,M,2,__MANQUANT__,10,12807,31/12/1900,,28.93908281998631,1,0
69,4,2012,1,C,2,__MANQUANT__,10,12807,31/12/1900,,28.917180013689254,1,0
70,2,2956,1,E,2,__MANQUANT__,10,12807,31/12/1900,,28.843258042436688,1,0
71,2,0,0,S,2,__MANQUANT__,10,12807,31/12/1900,,27.93429158110883,0,0
72,3,0,0,A,0,__MANQUANT__,10,12807,31/12/1900,83.47433264887064,26.570841889117045,0,0
73,2,2193,0,M,2,__MANQUANT__,10,12807,31/12/1900,,26.455852156057496,1,0
74,3,0,0,M,2,__MANQUANT__,10,12807,31/12/1900,,26.250513347022586,0,0
75,2,0,0,M,2,__MANQUANT__,10,12807,31/12/1900,,34.286105407255306,0,0
76,3,0,0,M,2,__MANQUANT__,10,11307,31/12/1900,45.96851471594798,32.99657768651608,0,0
77,2,1828,0,M,2,__MANQUANT__,10,12807,31/12/1900,,28.8186173853525,1,0
78,4,1842,0,C,2,__MANQUANT__,10,12807,31/12/1900,,24.856947296372347,1,0
79,2,0,0,A,0,__MANQUANT__,10,11307,31/12/1900,69.75222450376455,35.60848733744011,0,0
80,3,0,0,A,0,__MANQUANT__,10,11307,31/12/1900,,34.60917180013689,0,0
81,2,0,0,A,0,DV,21,11307,12/07/2002,77.97946611909651,33.719370294318956,0,1
82,2,0,0,M,2,__MANQUANT__,10,11307,31/12/1900,,33.45379876796714,0,0
83,2,1500,0,M,0,__MANQUANT__,10,11307,31/12/1900,61.98494182067078,32.85694729637235,0,0
84,2,0,0,M,2,__MANQUANT__,10,15607,31/12/1900,,32.695414099931554,0,0
85,4,0,0,C,0,DV,10,0,10/07/1991,,31.90965092402464,0,1
86,3,5465,0,C,2,__MANQUANT__,10,15607,31/12/1900,61.90006844626968,31.83299110198494,1,0
87,2,0,0,A,0,__MANQUANT__,10,11307,31/12/1900,,29.648186173853524,0,0
88,3,0,0,A,0,__MANQUANT__,10,11307,31/12/1900,61.059548254620125,29.130732375085557,0,0
89,2,0,0,A,0,__MANQUANT__,10,11307,31/12/1900,66.97604380561259,29.05407255304586,0,0
90,2,0,0,A,0,__MANQUANT__,10,11307,31/12/1900,,29.034907597535934,0,0
91,3,0,0,M,2,__MANQUANT__,10,15607,31/12/1900,,28.93908281998631,0,0
92,2,0,0,A,0,__MANQUANT__,10,11307,31/12/1900,,28.878850102669404,0,0
93,2,0,0,A,0,DC,10,11307,31/12/1900,70.66666666666667,28.804928131416837,0,0
94,3,0,0,M,2,__MANQUANT__,10,15607,31/12/1900,,28.087611225188226,0,0
95,3,0,0,D,0,DA,21,11307,29/03/2002,,27.550992470910334,0,1
96,2,0,0,A,0,__MANQUANT__,10,11307,31/12/1900,64.98288843258042,27.40041067761807,0,0
97,3,0,0,M,2,__MANQUANT__,10,15607,31/12/1900,,27.137577002053387,0,0
98,3,0,0,M,2,__MANQUANT__,10,15607,31/12/1900,56.563997262149215,27.156741957563312,0,0
99,3,0,0,A,0,RA,21,15607,26/02/2007,54.072553045859,27.09924709103354,0,1
100,3,0,0,A,0,__MANQUANT__,10,11307,31/12/1900,66.82819986310746,26.811772758384667,0,0
101,3,0,0,A,0,__MANQUANT__,10,11307,31/12/1900,,26.236824093086927,0,0
102,3,0,0,A,2,DC,10,15607,31/12/1900,62.91033538672142,26.17932922655715,0,0
103,3,0,3,M,2,__MANQUANT__,10,15607,31/12/1900,,26.102669404517453,0,0
104,2,0,0,A,0,DV,21,15607,08/11/1999,50.75154004106776,26.06160164271047,0,1
105,2,0,0,A,0,__MANQUANT__,10,11307,31/12/1900,74.97056810403834,25.749486652977414,0,0
106,2,0,0,D,2,__MANQUANT__,10,15607,31/12/1900,,25.44832306639288,0,0
107,3,0,0,A,0,__MANQUANT__,10,11307,31/12/1900,,24.95003422313484,0,0
108,2,0,0,D,0,DV,21,15607,11/01/2005,,24.895277207392198,0,1
109,3,0,0,M,2,__MANQUANT__,10,15607,31/12/1900,,24.895277207392198,0,0
110,2,0,0,C,2,__MANQUANT__,10,15607,31/12/1900,,24.262833675564682,0,0
111,2,0,0,A,0,__MANQUANT__,10,15607,31/12/1900,,23.890485968514717,0,0
112,4,0,0,C,0,__MANQUANT__,10,11307,31/12/1900,43.58110882956879,23.68788501026694,0,0
113,2,0,0,M,0,__MANQUANT__,10,15607,31/12/1900,,23.572895277207394,0,0
114,3,0,0,D,0,__MANQUANT__,10,11307,31/12/1900,,23.222450376454482,0,0
115,2,2050,0,M,0,DC,21,15707,31/12/1900,72.31485284052019,43.3429158110883,1,0
116,2,0,0,A,0,__MANQUANT__,10,11307,31/12/1900,,33.70294318959617,0,0
117,3,0,0,M,2,__MANQUANT__,10,15707,31/12/1900,,31.175906913073238,0,0
118,2,1924,0,M,2,__MANQUANT__,10,15707,31/12/1900,,31.175906913073238,1,0
119,3,0,0,M,2,__MANQUANT__,10,12807,31/12/1900,,31.006160164271048,0,0
120,2,2880,1,U,2,__MANQUANT__,10,12807,31/12/1900,56.55578370978782,30.203969883641342,1,0
121,2,0,0,S,2,__MANQUANT__,10,12807,31/12/1900,60.2299794661191,28.28747433264887,0,0
122,3,0,0,A,0,__MANQUANT__,10,11307,31/12/1900,,28.134154688569474,0,0
123,3,0,0,M,6,__MANQUANT__,10,17507,31/12/1900,57.97946611909651,26.962354551676935,0,0
124,3,0,0,A,0,__MANQUANT__,10,11307,31/12/1900,49.889117043121146,25.642710472279262,0,0
125,3,0,0,A,0,__MANQUANT__,10,12807,31/12/1900,,25.086926762491444,0,0
126,3,1627,1,B,2,__MANQUANT__,10,12807,31/12/1900,,24.640657084188913,0,0
127,3,0,0,C,2,__MANQUANT__,10,15707,31/12/1900,,24.027378507871322,0,0
128,2,2600,2,M,2,DC,21,12807,31/12/1900,57.67008898015058,30.050650239561943,1,0
129,2,2950,2,M,2,__MANQUANT__,10,13607,31/12/1900,,28.928131416837783,1,0
130,2,0,0,A,0,__MANQUANT__,10,11307,31/12/1900,,26.119096509240247,0,0
131,2,2400,1,B,2,__MANQUANT__,10,13507,31/12/1900,62.57631759069131,26.0041067761807,1,0
132,3,0,0,A,0,DV,10,0,17/06/1992,63.564681724846,33.54688569472964,0,1
133,2,2474,2,G,2,__MANQUANT__,10,16607,31/12/1900,,31.11567419575633,1,0
134,2,0,0,M,2,__MANQUANT__,10,16607,31/12/1900,75.97809719370294,29.659137577002053,0,0
135,3,2055,1,D,2,__MANQUANT__,10,16607,31/12/1900,,29.65639972621492,1,0
136,2,0,0,M,2,__MANQUANT__,10,16607,31/12/1900,,29.399041752224505,0,0
137,3,0,0,M,2,__MANQUANT__,10,16607,31/12/1900,,29.09240246406571,0,0
138,2,0,0,M,0,DC,10,0,31/12/1900,,28.095824777549623,0,0
139,2,0,0,M,2,__MANQUANT__,10,16607,31/12/1900,,28.04928131416838,0,0
140,2,2113,2,M,2,__MANQUANT__,10,16607,31/12/1900,55.49623545516769,27.225188227241617,1,0
141,3,0,0,V,0,DC,21,16607,31/12/1900,74.65845311430527,27.017111567419576,0,0
142,3,0,0,M,2,__MANQUANT__,10,16607,31/12/1900,,26.255989048596852,0,0
143,2,0,0,M,2,__MANQUANT__,10,16607,31/12/1900,,25.125256673511295,0,0
144,2,0,0,M,0,__MANQUANT__,10,16607,31/12/1900,,25.10609171800137,0,0
145,2,4261,0,M,0,__MANQUANT__,10,11307,31/12/1900,69.41273100616016,24.550308008213552,1,0
146,2,0,0,M,2,__MANQUANT__,10,16807,31/12/1900,,37.256673511293634,0,0
147,2,0,0,M,2,__MANQUANT__,10,18507,31/12/1900,,30.72142368240931,0,0
148,3,2183,0,G,2,__MANQUANT__,10,12607,31/12/1900,,29.04312114989733,1,0
149,2,0,0,M,2,__MANQUANT__,10,18507,31/12/1900,64.64887063655031,27.720739219712527,0,0
150,3,1010,0,M,2,__MANQUANT__,10,18507,31/12/1900,,26.88021902806297,0,0
151,2,0,0,A,0,__MANQUANT__,10,11307,31/12/1900,,26.50513347022587,0,0
152,2,0,0,A,0,DC,10,18507,31/12/1900,,26.195756331279945,0,0
153,2,0,0,A,0,__MANQUANT__,10,11307,31/12/1900,,26.17385352498289,0,0
154,2,0,0,A,0,__MANQUANT__,10,18507,31/12/1900,,26.034223134839152,0,0
155,3,0,0,D,2,__MANQUANT__,10,18507,31/12/1900,,25.815195071868583,0,0
156,3,0,0,A,0,__MANQUANT__,10,18507,31/12/1900,44.832306639288156,25.12251882272416,0,0
157,3,0,2,D,2,__MANQUANT__,10,18507,31/12/1900,47.14305270362765,24.31211498973306,0,0
158,3,0,0,M,2,__MANQUANT__,10,18507,31/12/1900,,23.32375085557837,0,0
159,3,0,0,M,2,__MANQUANT__,10,16607,31/12/1900,,39.058179329226554,0,0
160,3,0,0,C,2,__MANQUANT__,10,16607,31/12/1900,,35.96167008898015,0,0
161,4,3581,0,C,2,__MANQUANT__,10,11307,31/12/1900,,35.48254620123203,1,0
162,3,2430,0,M,2,__MANQUANT__,10,16607,31/12/1900,,34.6611909650924,1,0
163,3,0,0,M,6,__MANQUANT__,10,16607,31/12/1900,,33.50581793292265,0,0
164,3,0,0,A,0,__MANQUANT__,10,11307,31/12/1900,72.49281314168378,32.70636550308008,0,0
165,3,2030,0,M,2,__MANQUANT__,10,15707,31/12/1900,65.65366187542779,32.662559890485966,1,0
166,2,0,0,A,2,DC,10,0,24/06/1992,76.22997946611909,31.824777549623544,0,1
167,3,0,0,D,0,DV,21,16607,11/04/2003,66.91307323750856,31.159479808350444,0,1
168,3,0,0,M,2,__MANQUANT__,10,16607,31/12/1900,,30.288843258042437,0,0
169,3,0,0,D,2,__MANQUANT__,10,16607,31/12/1900,,29.763175906913073,0,0
170,3,2617,1,D,2,__MANQUANT__,10,16607,31/12/1900,,29.66461327857632,1,0
171,3,0,0,M,0,__MANQUANT__,25,16607,31/12/1900,64.31485284052019,29.51129363449692,0,0
172,4,0,0,C,0,__MANQUANT__,10,11307,31/12/1900,57.40999315537303,29.50034223134839,0,0
173,2,0,0,M,2,__MANQUANT__,10,16607,31/12/1900,,29.48665297741273,0,0
174,2,0,0,D,2,__MANQUANT__,10,16607,31/12/1900,,29.207392197125255,0,0
175,3,0,0,M,2,__MANQUANT__,10,16607,31/12/1900,61.73032169746749,28.854209445585216,0,0
176,2,2241,0,M,2,__MANQUANT__,10,16607,31/12/1900,,28.45722108145106,1,0
177,2,0,0,M,0,__MANQUANT__,10,16607,31/12/1900,75.82751540041068,28.188911704312115,0,0
178,2,0,0,D,2,__MANQUANT__,10,16607,31/12/1900,,28.09034907597536,0,0
179,4,0,0,C,0,DC,10,16607,26/12/1991,93.14715947980835,27.939767282683093,0,1
180,2,0,0,M,2,__MANQUANT__,10,10607,31/12/1900,60.903490759753595,27.76728268309377,0,0
181,3,0,0,M,6,__MANQUANT__,10,16607,31/12/1900,63.9917864476386,27.170431211498972,0,0
182,3,0,0,M,2,__MANQUANT__,10,16607,31/12/1900,71.81656399726215,26.902121834360027,0,0
183,2,0,0,M,2,__MANQUANT__,10,16607,31/12/1900,67.25256673511294,26.401095140314855,0,0
184,2,0,0,A,0,__MANQUANT__,10,11307,31/12/1900,,22.967830253251197,0,0
185,3,0,0,A,0,__MANQUANT__,10,11307,31/12/1900,87.39767282683094,35.62765229295003,0,0
186,2,2400,0,V,2,__MANQUANT__,10,10507,31/12/1900,70.55441478439425,30.830937713894592,1,0
187,3,0,0,M,2,__MANQUANT__,10,10507,31/12/1900,,29.66461327857632,0,0
188,3,2194,0,M,2,__MANQUANT__,10,10507,31/12/1900,,29.623545516769337,1,0
189,2,0,0,M,2,__MANQUANT__,10,10507,31/12/1900,72.8870636550308,29.623545516769337,0,0
190,3,0,0,A,0,__MANQUANT__,10,11307,31/12/1900,,28.97741273100616,0,0
191,3,2500,0,C,2,__MANQUANT__,10,10507,31/12/1900,,28.971937029431896,1,0
192,3,0,0,A,0,__MANQUANT__,10,10507,31/12/1900,61.07049965776865,28.583162217659137,0,0
193,2,0,0,M,2,__MANQUANT__,10,10507,31/12/1900,78.72142368240931,28.13141683778234,0,0
194,3,0,0,A,0,DV,21,11307,27/02/2006,,28.09034907597536,0,1
195,4,3779,0,C,2,__MANQUANT__,10,10507,31/12/1900,57.894592744695416,27.616700889801507,1,0
196,4,0,0,C,0,__MANQUANT__,10,10507,31/12/1900,,27.45242984257358,0,0
197,3,1830,0,B,2,__MANQUANT__,10,10507,31/12/1900,66.97604380561259,27.263518138261464,1,0
198,3,0,0,A,0,__MANQUANT__,10,10507,31/12/1900,,26.940451745379878,0,0
199,3,0,0,A,0,__MANQUANT__,10,10507,31/12/1900,70.49691991786447,26.140999315537304,0,0
200,2,0,0,A,0,DC,21,10507,31/12/1900,67.81930184804928,25.930184804928132,0,0
201,2,3000,0,M,2,__MANQUANT__,10,10507,31/12/1900,54.14647501711157,25.27583846680356,1,0
202,2,0,0,D,2,__MANQUANT__,10,10507,31/12/1900,,25.144421629021217,0,0
203,3,0,0,A,0,__MANQUANT__,10,10507,31/12/1900,58.72142368240931,25.097878165639973,0,0
204,2,0,0,M,2,__MANQUANT__,10,10507,31/12/1900,,25.00752908966461,0,0
205,3,0,0,C,2,__MANQUANT__,10,10507,31/12/1900,,24.23545516769336,0,0
206,2,0,0,A,0,__MANQUANT__,10,10507,31/12/1900,,23.57015742642026,0,0
207,3,0,0,A,0,DC,10,0,17/03/1993,,39.90143737166324,0,1
208,3,0,0,A,0,__MANQUANT__,10,11307,31/12/1900,78.65023956194388,37.26488706365503,0,0
209,4,0,0,C,0,__MANQUANT__,10,11307,31/12/1900,,37.16906228610541,0,0
210,3,0,0,A,0,__MANQUANT__,10,11307,31/12/1900,80.32306639288159,36.73100616016427,0,0
211,2,0,0,A,0,__MANQUANT__,10,11307,31/12/1900,74.48323066392882,36.479123887748116,0,0
212,2,0,0,A,0,__MANQUANT__,10,11307,31/12/1900,73.49760438056126,36.19438740588638,0,0
213,2,0,0,M,2,__MANQUANT__,10,14607,31/12/1900,,36.035592060232716,0,0
214,2,0,0,M,2,__MANQUANT__,10,14607,31/12/1900,,35.964407939767284,0,0
215,2,0,0,A,0,__MANQUANT__,10,11307,31/12/1900,,35.95893223819302,0,0
216,2,0,0,A,0,__MANQUANT__,10,11307,31/12/1900,64.1533196440794,35.950718685831625,0,0
217,3,0,0,M,2,__MANQUANT__,10,14607,31/12/1900,,35.92060232717317,0,0
218,2,0,0,A,0,__MANQUANT__,10,11307,31/12/1900,,35.90691307323751,0,0
219,2,0,0,A,0,__MANQUANT__,10,11307,31/12/1900,,35.87405886379192,0,0
220,3,1793,0,M,2,DV,21,14607,31/01/2001,,35.8631074606434,1,1
221,3,3168,0,D,2,__MANQUANT__,10,14607,31/12/1900,,35.83025325119781,1,0
222,3,0,0,A,0,__MANQUANT__,10,11307,31/12/1900,75.16221765913758,35.715263518138265,0,0
223,3,0,0,A,0,__MANQUANT__,10,11307,31/12/1900,,35.67419575633128,0,0
224,3,0,0,A,0,__MANQUANT__,10,11307,31/12/1900,69.72758384668036,35.6331279945243,0,0
225,4,0,0,C,0,__MANQUANT__,10,11307,31/12/1900,76.31485284052019,35.60027378507871,0,0
226,3,0,0,A,0,__MANQUANT__,10,11307,31/12/1900,,35.422313483915126,0,0
227,2,0,0,A,0,__MANQUANT__,10,11307,31/12/1900,,35.29363449691992,0,0
228,2,0,0,A,0,DC,21,11307,31/12/1900,72.66255989048597,35.23613963039014,0,0
229,2,0,0,A,0,__MANQUANT__,10,11307,31/12/1900,68.8186173853525,35.21697467488022,0,0
230,3,0,0,A,0,__MANQUANT__,10,11307,31/12/1900,70.32169746748802,35.20328542094456,0,0
231,2,3104,0,M,2,__MANQUANT__,10,14607,31/12/1900,67.05817932922656,35.09924709103354,1,0
232,3,0,0,A,0,__MANQUANT__,10,11307,31/12/1900,63.97809719370294,35.08008213552361,0,0
233,3,0,0,A,0,__MANQUANT__,10,11307,31/12/1900,,35.063655030800824,0,0
234,2,0,0,A,0,__MANQUANT__,10,11307,31/12/1900,70.47227926078028,35.030800821355236,0,0
235,3,0,0,M,2,__MANQUANT__,10,14607,31/12/1900,,35.006160164271044,0,0
236,3,2402,0,D,2,__MANQUANT__,10,14607,31/12/1900,,34.92950034223135,1,0
237,2,0,0,A,0,__MANQUANT__,10,11307,31/12/1900,,34.92402464065709,0,0
238,2,0,0,D,2,__MANQUANT__,10,11307,31/12/1900,,34.89664613278576,0,0
239,3,0,0,M,0,DV,21,14607,31/10/2006,,34.89664613278576,0,1
240,3,0,0,A,0,__MANQUANT__,10,11307,31/12/1900,67.15126625598904,34.809034907597535,0,0
241,2,2035,2,G,0,__MANQUANT__,10,11307,31/12/1900,,34.80082135523614,1,0
242,2,0,0,B,0,__MANQUANT__,10,11307,31/12/1900,,34.77891854893908,0,0
243,2,0,0,A,0,__MANQUANT__,10,11307,31/12/1900,95.24435318275154,34.718685831622174,0,0
244,3,8193,0,S,2,__MANQUANT__,10,14607,31/12/1900,,34.60643394934976,1,0
245,2,1908,0,B,2,__MANQUANT__,10,14607,31/12/1900,71.22792607802874,34.56536618754278,1,0
246,4,0,0,C,0,DV,21,11307,03/01/2007,,34.52703627652293,0,1
247,2,0,0,A,0,DV,21,11307,04/12/2000,84.8952772073922,34.5242984257358,0,1
248,3,0,0,A,0,__MANQUANT__,10,11307,31/12/1900,,34.50513347022587,0,0
249,3,0,0,A,0,__MANQUANT__,10,11307,31/12/1900,,34.42573579739904,0,0
250,2,0,0,A,0,__MANQUANT__,10,11307,31/12/1900,,34.36824093086927,0,0
251,2,0,0,A,0,__MANQUANT__,10,11307,31/12/1900,,34.32991101984942,0,0
252,4,0,0,C,0,__MANQUANT__,10,14607,31/12/1900,,34.17659137577002,0,0
253,4,0,0,C,2,DC,10,14607,31/12/1900,67.38945927446954,34.14647501711157,0,0
254,2,0,0,A,0,__MANQUANT__,10,11307,31/12/1900,,34.110882956878854,0,0
255,2,0,0,C,2,__MANQUANT__,10,14607,31/12/1900,64.0,34.10266940451746,0,0
256,3,0,0,A,0,__MANQUANT__,10,11307,31/12/1900,,34.026009582477755,0,0
257,3,1000,0,A,0,__MANQUANT__,10,11307,31/12/1900,,33.9192334017796,0,0
258,2,0,0,D,2,__MANQUANT__,10,14607,31/12/1900,,33.50034223134839,0,0
259,4,0,0,C,0,__MANQUANT__,10,11307,31/12/1900,,33.451060917180016,0,0
260,3,0,0,M,2,__MANQUANT__,10,14607,31/12/1900,,33.16906228610541,0,0
261,2,3385,2,M,2,__MANQUANT__,10,14607,31/12/1900,,33.106091718001366,1,0
262,2,0,0,A,0,DV,10,11307,23/09/2005,,32.76933607118412,0,1
263,4,0,0,C,0,DC,10,11307,31/12/1900,76.39972621492129,32.65434633812457,0,0
264,3,0,0,A,0,DV,21,11307,07/01/2000,,32.65434633812457,0,1
265,3,3000,0,M,0,__MANQUANT__,10,11307,31/12/1900,59.58110882956879,32.33949349760438,1,0
266,2,2300,0,B,2,__MANQUANT__,10,14607,31/12/1900,,32.271047227926076,1,0
267,2,0,0,A,0,__MANQUANT__,10,11307,31/12/1900,76.72279260780287,32.11225188227242,0,0
268,3,0,0,M,0,__MANQUANT__,10,14607,31/12/1900,,32.172484599589325,0,0
269,4,0,0,C,0,__MANQUANT__,21,11307,31/12/1900,,32.03285420944559,0,0
270,4,0,0,C,2,__MANQUANT__,21,14607,31/12/1900,,31.980835044490075,0,0
271,2,0,0,A,0,__MANQUANT__,10,11307,31/12/1900,,31.906913073237508,0,0
272,3,0,0,M,2,__MANQUANT__,10,14607,31/12/1900,,31.770020533880903,0,0
273,2,0,0,M,2,__MANQUANT__,10,14607,31/12/1900,,31.731690622861056,0,0
274,2,3601,0,C,2,__MANQUANT__,10,14607,31/12/1900,,31.690622861054074,1,0
275,3,2482,0,E,2,__MANQUANT__,10,14607,31/12/1900,,31.616700889801507,1,0
276,2,0,0,M,0,__MANQUANT__,10,15707,31/12/1900,74.22039698836413,31.59753593429158,0,0
277,2,0,0,A,0,__MANQUANT__,10,11307,31/12/1900,66.98699520876113,31.345653661875428,0,0
278,3,0,0,A,0,__MANQUANT__,10,11307,31/12/1900,,31.21423682409309,0,0
279,2,2224,2,U,2,__MANQUANT__,10,14607,31/12/1900,,31.04722792607803,1,0
280,3,0,0,M,0,__MANQUANT__,10,14607,31/12/1900,,30.98425735797399,0,0
281,2,1884,0,S,2,__MANQUANT__,10,14607,31/12/1900,,30.924024640657084,1,0
282,2,0,0,A,0,__MANQUANT__,10,11307,31/12/1900,61.80971937029432,30.830937713894592,0,0
283,2,0,0,C,2,__MANQUANT__,10,14607,31/12/1900,,30.73511293634497,0,0
284,3,0,0,M,2,__MANQUANT__,10,14607,31/12/1900,60.91444216290212,30.65845311430527,0,0
285,2,0,0,A,0,__MANQUANT__,10,11307,31/12/1900,69.56605065023956,30.61738535249829,0,0
286,2,0,0,V,2,__MANQUANT__,10,14607,31/12/1900,63.47707049965777,30.587268993839835,0,0
287,3,0,0,M,2,__MANQUANT__,10,14607,31/12/1900,64.55852156057495,30.412046543463383,0,0
288,3,1841,2,M,2,__MANQUANT__,10,14607,31/12/1900,60.99657768651608,30.299794661190965,1,0
289,1,0,0,A,0,__MANQUANT__,50,11307,31/12/1900,,30.258726899383984,0,0
