ID,cible_churn,z_CDSEXE,z_MTREV,z_NBENF,z_BPADH,z_age_ref,z_anciennete_adh_ans,sit_A,sit_B,sit_C,sit_D,sit_E,sit_F,sit_G,sit_M,sit_P,sit_S,sit_U,sit_V,cat_sitfam,cat_sexe,cat_nbenf,cat_mtrev,cat_age,cat_anc
24,0,-0.9093286682807151,1.1818288708399647,0.6227412345253366,-0.2464626512272858,0.024986065562365205,1.568745774036114,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,4
25,0,0.4690704492685181,-0.5506112457710796,-0.5109013763616733,-0.07974000398107772,0.024986065562365205,1.5626134682694601,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,4
26,0,-0.9093286682807151,-0.5506112457710796,-0.5109013763616733,-0.2464626512272858,1.7779124914199327,1.5180148808756146,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4
27,0,-0.9093286682807151,-0.5506112457710796,-0.5109013763616733,0.04009189872713434,0.024986065562365205,1.5177361397044031,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,4
28,0,0.4690704492685181,-0.5506112457710796,-0.5109013763616733,-0.7834658778418692,0.024986065562365205,1.4940431401514227,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4
29,0,0.4690704492685181,-0.5506112457710796,-0.5109013763616733,-0.2568828166801738,0.024986065562365205,1.4803848227620575,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,4
30,0,0.4690704492685181,-0.5506112457710796,-0.5109013763616733,-0.19436182396284576,0.024986065562365205,1.4683989523999614,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4
31,0,-0.9093286682807151,1.0122193489339883,0.6227412345253366,-0.19436182396284576,1.3677019083615225,1.4469358822166734,0,0,1,0,0,0,0,0,0,0,0,0,5,1,1,1,1,4
32,0,-0.9093286682807151,0.7093452026733162,0.6227412345253366,-0.2568828166801738,-0.14815662637843102,1.4090270829319047,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,4
33,0,-0.9093286682807151,1.4733957156402382,1.7563838454123466,-0.07974000398107772,0.024986065562365205,1.4006648477955586,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,1,0,4
34,0,-0.9093286682807151,1.370822338106624,1.7563838454123466,-0.2568828166801738,0.9311185973916002,1.3970412125698084,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,1,1,4
35,0,1.8474695668177514,1.5921223809744216,-0.5109013763616733,-0.07974000398107772,0.024986065562365205,1.3853340833789238,0,0,1,0,0,0,0,0,0,0,0,0,5,3,0,1,0,4
36,0,0.4690704492685181,-0.5506112457710796,-0.5109013763616733,0.1807641323411224,0.024986065562365205,1.364985977880482,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4
37,0,0.4690704492685181,0.9266069235909716,-0.5109013763616733,-0.2360424857743978,2.099831767991977,1.334324449047213,0,1,0,0,0,0,0,0,0,0,0,0,4,2,0,1,1,4
38,0,-0.9093286682807151,-0.5506112457710796,-0.5109013763616733,-0.07974000398107772,0.024986065562365205,1.3318157785063094,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,4
39,0,0.4690704492685181,-0.5506112457710796,-0.5109013763616733,-0.07974000398107772,1.719433833877015,1.312861378863925,0,0,0,1,0,0,0,0,0,0,0,0,3,2,0,0,1,4
40,0,0.4690704492685181,0.9928354035733052,1.7563838454123466,-0.07974000398107772,0.024986065562365205,1.2646391562443293,0,0,0,0,0,0,0,1,0,0,0,0,1,2,2,1,0,4
